NameMovie,EnNameMovie,Year,Rating_runtime,IMDbRating,CustomerRating,Populary,Genre,Decribe,Director,Writter_Star,User_reviews,CriticReviews_Metascore
Lightyear - Cảnh Sát Vũ Trụ,Lightyear,2022,PP1h 40m,5.4/10,51K,18,AnimationActionAdventure,"While spending years attempting to return home, marooned Space Ranger Buzz Lightyear encounters an army of ruthless robots commanded by Zurg who are attempting to steal his fuel source.",Angus MacLane,WritersAngus MacLane(story by)Matthew Aldrich(story by)Jason Headley(story by)StarsChris Evans(voice)Keke Palmer(voice)Peter Sohn(voice),618,213 60
Chiến Binh Phương Bắc,The Northman,2022,RR2h 17m,7.2/10,144K,19,ActionAdventureDrama,"From visionary director Robert Eggers comes The Northman, an action-filled epic that follows a young Viking prince on his quest to avenge his father's murder.",Robert Eggers,WritersSjónRobert EggersStarsAlexander SkarsgårdNicole KidmanClaes Bang,1.8K,334 82
Batman: Vạch Trần Sự Thật,The Batman,2022,C16C162h 56m,7.9/10,547K,21,ActionCrimeDrama,"When a sadistic serial killer begins murdering key political figures in Gotham, Batman is forced to investigate the city's hidden corruption and question his family's involvement.",Matt Reeves,WritersMatt ReevesPeter CraigBob Kane(created by: Batman)StarsRobert PattinsonZoë KravitzJeffrey Wright,7.3K,505 72
Vikram,,2022,2h 55m,8.5/10,36K,26,ActionThriller,"A high-octane action film where a special investigator is assigned a case of serial Killings, he finds the case is not what it seems to be and leading down this path is only going to end in a war between everyone involved.",Lokesh Kanagaraj,WritersLokesh KanagarajRathna KumarStarsKamal HaasanVijay SethupathiFahadh Faasil,,
Người Đàn Ông Toronto,The Man from Toronto,2022,C13C131h 50m,5.8/10,29K,27,ActionAdventureThriller,The world's deadliest assassin and New York's biggest screw-up are mistaken for each other at an Airbnb rental.,Patrick Hughes,WritersRobbie Fox(screenplay by)Chris Bremner(screenplay by)Jason Blumenthal(story by)StarsKevin HartWoody HarrelsonJasmine Mathews,321,66 34
The Princess,,2022,RR1h 34m,5.5/10,7.4K,31,ActionDramaFantasy,"When a strong-willed princess refuses to wed the cruel sociopath, she is kidnapped and locked in a remote tower of her father’s castle. With her vindictive suitor intent on taking her father’s throne, the princess must save the kingdom.",Le-Van Kiet,WritersBen LustigJake ThorntonStarsJoey KingOlga KurylenkoAntoni Davidov,256,60 43
Sát Thủ Đối Đầu,Bullet Train,2022,RR2h 6m,,,37,ActionThriller,Five assassins aboard a fast moving bullet train find out their missions have something in common.,David Leitch,"WritersKôtarô Isaka(based on the novel by: ""Maria Beetle"")Zak Olkewicz(screenplay)StarsJoey KingKaren FukuharaBrad Pitt",,
Spiderhead,,2022,RR1h 46m,5.4/10,42K,38,ActionCrimeDrama,"In the near future, convicts are offered the chance to volunteer as medical subjects to shorten their sentence. One such subject for a new drug capable of generating feelings of love begins questioning the reality of his emotions.",Joseph Kosinski,"WritersGeorge Saunders(based on the short story ""Escape from Spiderhead"" by)Rhett Reese(screenplay by)Paul Wernick(screenplay by)StarsChris HemsworthMiles TellerJurnee Smollett",447,118 54
Thành Phố Mất Tích,The Lost City,2022,C13C131h 52m,6.1/10,80K,40,ActionAdventureComedy,A reclusive romance novelist on a book tour with her cover model gets swept up in a kidnapping attempt that lands them both in a cutthroat jungle adventure.,Aaron Nee,DirectorsAaron NeeAdam NeeWritersOren Uziel(screenplay by)Dana Fox(screenplay by)Adam Nee(screenplay by)StarsSandra BullockChanning TatumDaniel Radcliffe,809,207 60
Gánh Nặng Ngàn Cân Của Tài Năng Kiệt Xuất,The Unbearable Weight of Massive Talent,2022,C16C161h 47m,7.1/10,56K,44,ActionComedyCrime,"In this action-packed comedy, Nicolas Cage plays Nick Cage, channeling his iconic characters as he's caught between a superfan (Pedro Pascal) and a CIA agent (Tiffany Haddish).",Tom Gormican,WritersTom GormicanKevin EttenStarsNicolas CagePedro PascalTiffany Haddish,512,244 68
Rocketry: The Nambi Effect,,2022,2h 37m,9.2/10,16K,45,ActionBiographyDrama,"Based on the life of ISRO Scientist Nambi Narayanan who was framed of being a spy and arrested in 1994. Though free, he is still fighting for justice, with those police officials who have falsely implicated him, still free.",Madhavan,WritersSreedevi Krishnan(additional story)MadhavanAnant Mahadevan(additional story)StarsMadhavanSimranRajit Kapoor,,
Thợ Săn Cổ Vật,Uncharted,2022,(Banned)(Banned)1h 56m,6.4/10,149K,46,ActionAdventure,"Street-smart Nathan Drake is recruited by seasoned treasure hunter Victor ""Sully"" Sullivan to recover a fortune amassed by Ferdinand Magellan, and lost 500 years ago by the House of Moncada.",Ruben Fleischer,WritersRafe Judkins(screenplay by)Art Marcum(screenplay by)Matt Holloway(screenplay by)StarsTom HollandMark WahlbergAntonio Banderas,1.3K,251 45
Sinh Vật Huyền Bí: Những Bí Mật Của Dumbledore,Fantastic Beasts: The Secrets of Dumbledore,2022,C13C132h 22m,6.2/10,114K,48,ActionAdventureFantasy,Professor Albus Dumbledore must assign Newt Scamander and his fellow partners as Grindelwald begins to lead an army to eliminate all Muggles.,David Yates,WritersJ.K. Rowling(screenplay by)Steve Kloves(screenplay by)StarsEddie RedmayneJude LawEzra Miller,1.2K,200 47
RRR (Rise Roar Revolt),,2022,Not RatedNot Rated3h 7m,8.0/10,86K,50,ActionDrama,A fictitious story about two legendary revolutionaries and their journey away from home before they started fighting for their country in 1920s.,S.S. Rajamouli,WritersVijayendra Prasad(story)Sai Madhav Burra(telugu dialogue)Madhan Karky(tamil dialogue)StarsN.T. Rama Rao Jr.Ram CharanAjay Devgn,1.3K,56 83
Morbius,,2022,C16C161h 44m,5.2/10,93K,58,ActionAdventureHorror,"Biochemist Michael Morbius tries to cure himself of a rare blood disease, but he inadvertently infects himself with a form of vampirism instead.",Daniel Espinosa,WritersMatt Sazama(screen story by)Burk Sharpless(screen story by)StarsJared LetoMatt SmithAdria Arjona,1.9K,230 35
Paws of Fury: The Legend of Hank,,2022,PGPG1h 38m,5.7/10,507,60,AnimationActionComedy,"Hank, a loveable dog with a head full of dreams about becoming a samurai, sets off in search of his destiny.",Chris Bailey,DirectorsChris BaileyMark KoetsierRob MinkoffWritersEd Stone(screenplay by)Nate Hopper(screenplay by)Mel Brooks(screenplay by)StarsMichael Cera(voice)Samuel L. Jackson(voice)Ricky Gervais(voice),36,25 45
Đại Uý Marvel 2,The Marvels,2023,,,,62,ActionAdventureFantasy,Sequel of the 2019 title 'Captain Marvel'.,Nia DaCosta,WritersGene Colan(based on the character created by)Roy Thomas(based on the character created by)StarsIman VellaniZawe AshtonBrie Larson,,
Day Shift: Vỏ Bọc Thợ Săn,Day Shift,2022,RR,,,66,ActionComedyFantasy,"A hard-working, blue-collar dad who just wants to provide a good life for his quick-witted 8-year-old daughter. His mundane San Fernando Valley pool cleaning job is a front for his real source of income: hunting and killing vampires.",J.J. Perry,WritersShay Hatten(screenplay)Tyler Tice(screenplay)StarsJamie FoxxDave FrancoSnoop Dogg,,
Liên Minh Siêu Thú DC,DC League of Super-Pets,2022,PP1h 46m,,,77,AnimationActionAdventure,"Krypto the Super-Dog and Superman are inseparable best friends, sharing the same superpowers and fighting crime side by side in Metropolis. However, Krypto must master his own powers for a rescue mission when Superman is kidnapped.",Jared Stern,DirectorsJared SternSam LevineWritersJared SternJohn WhittingtonStarsDwayne Johnson(voice)Kevin Hart(voice)Vanessa Bayer(voice),,
Avatar: Dòng Chảy Của Nước,Avatar: The Way of Water,2022,,,,79,ActionAdventureSci-Fi,"Jake Sully lives with his newfound family formed on the planet of Pandora. Once a familiar threat returns to finish what was previously started, Jake must work with Neytiri and the army of the Na'vi race to protect their planet.",James Cameron,WritersJames Cameron(screenplay by)Josh Friedman(screenplay by)StarsMichelle YeohZoe SaldanaKate Winslet,,
Xe Cấp Cứu,Ambulance,2022,C18C182h 16m,6.1/10,54K,84,ActionCrimeDrama,Two robbers steal an ambulance after their heist goes awry.,Michael Bay,"WritersChris Fedak(screenplay by)Laurits Munch-Petersen(based on the film ""Ambulancen"" written by)Lars Andreas Pedersen(based on the film ""Ambulancen"" written by)StarsJake GyllenhaalYahya Abdul-Mateen IIEiza González",951,195 55
Chiến Binh Báo Đen: Wakanda Muôn Năm,Black Panther: Wakanda Forever,2022,,,,90,ActionAdventureDrama,A sequel that will continue to explore the world of Wakanda and all the characters introduced in the 2018 film.,Ryan Coogler,WritersJoe Robert ColeRyan CooglerStarsLetitia WrightMartin FreemanTenoch Huerta,,
Nữ Vương Huyền Thoại,The Woman King,2022,,,,91,ActionDramaHistory,"A historical epic inspired by the true events that happened in The Kingdom of Dahomey, one of the most powerful states of Africa in the 18th and 19th centuries.",Gina Prince-Bythewood,WritersMaria Bello(story by)Dana Stevens(story by)StarsLashana LynchViola DavisHero Fiennes Tiffin,,
Black Adam,,2022,,,,95,ActionFantasySci-Fi,"Nearly 5,000 years after he was bestowed with the almighty powers of the Egyptian gods-and imprisoned just as quickly-Black Adam (Johnson) is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world.",Jaume Collet-Serra,WritersAdam Sztykiel(screenplay by)Rory Haines(screenplay by)Sohrab Noshirvani(screenplay by)StarsDwayne JohnsonSarah ShahiPierce Brosnan,,
Nhím Sonic 2,Sonic the Hedgehog 2,2022,PP2h 2m,6.6/10,53K,97,ActionAdventureComedy,"When the manic Dr Robotnik returns to Earth with a new ally, Knuckles the Echidna, Sonic and his new friend Tails is all that stands in their way.",Jeff Fowler,WritersPat Casey(screenplay by)Josh Miller(screenplay by)John Whittington(screenplay by)StarsJames MarsdenJim CarreyBen Schwartz(voice),539,149 47
Vàng,Gold,2022,RR1h 37m,5.4/10,7.6K,101,ActionThriller,"In the not too distant future, a drifter (Zac Efron) travelling through the desert discovers the largest gold nugget ever found. He must guard it from thieves amid harsh conditions and wild dogs while waiting for his partner to return.",Anthony Hayes,WritersAnthony HayesPolly SmythStarsZac EfronAkuol NgotThiik Biar,254,56 48
Untitled Indiana Jones Project,,2023,,,,106,ActionAdventure,The plot is unknown at this time.,James Mangold,WritersJez Butterworth(script)John-Henry Butterworth(script)Philip Kaufman(characters)StarsHarrison FordPhoebe Waller-BridgeMads Mikkelsen,,
Major,,2022,2h 30m,8.3/10,17K,125,ActionBiographyDrama,"Based on the life of Major Sandeep Unnikrishnan, who was martyred in action during the November 2008 Mumbai attacks and was consequently awarded the Ashoka Chakra, India's highest peacetime gallantry award, on 26 January 2009.",Sashi Kiran Tikka,WritersAdivi Sesh(story)Abburi Ravi(dialogue)StarsSobhita DhulipalaAdivi SeshSaiee Manjrekar,,
Memory,,2022,RR1h 54m,5.6/10,13K,132,ActionThriller,An assassin-for-hire finds that he's become a target after he refuses to complete a job for a dangerous criminal organization.,Martin Campbell,"WritersDario Scardapane(screenplay by)Jef Geeraerts(based on the book ""De Zaak Alzheimer"" by)Carl Joos(based on the picture ""De Zaak Alzheimer"" by)StarsLiam NeesonGuy PearceTaj Atwal",171,73 41
Biệt Đội Đánh Thuê 4,Expend4bles,2023,,,,140,ActionAdventureThriller,The Expendables will square up against: an arms dealer who commands the might of a massive private army.,Scott Waugh,WritersMax Adams(revisions)Dave Callaham(characters)Spenser Cohen(screenwriter)StarsJason Statham50 CentMegan Fox,,
Samaritan,,2022,PG-13PG-13,,,141,ActionDramaFantasy,A young boy learns that a superhero who was thought to have gone missing after an epic battle twenty years ago may in fact still be around.,Julius Avery,WriterBragi F. SchutStarsSylvester StalloneJavon 'Wanna' WaltonPilou Asbæk,,
Trăng Rơi,Moonfall,2022,C13C132h 10m,5.2/10,58K,143,ActionAdventureSci-Fi,A mysterious force knocks the moon from its orbit and sends it hurtling on a collision course toward earth.,Roland Emmerich,WritersRoland EmmerichHarald KloserSpenser CohenStarsHalle BerryPatrick WilsonJohn Bradley,1.4K,218 41
Interceptor,,2022,TV-MATV-MA1h 39m,4.5/10,20K,147,ActionAdventureDrama,One Army captain must use her years of tactical training and military expertise when a simultaneous coordinated attack threatens the remote missile interceptor station she is in command of.,Matthew Reilly,WritersMatthew Reilly(screenplay by)Stuart Beattie(screenplay by)StarsElsa PatakyLuke BraceyAaron Glenane,848,62 51
The Contractor,,2022,RR1h 43m,5.8/10,16K,159,ActionThriller,"A discharged U.S. Special Forces sergeant, James Harper, risks everything for his family when he joins a private contracting organization.",Tarik Saleh,WriterJ.P. DavisStarsChris PineGillian JacobsSander Thomas,231,77 52
Dự Án Adam,The Adam Project,2022,C13C131h 46m,6.7/10,183K,164,ActionAdventureComedy,"After accidentally crash-landing in 2022, time-traveling fighter pilot Adam Reed teams up with his 12-year-old self for a mission to save the future.",Shawn Levy,WritersJonathan TropperT.S. NowlinJennifer FlackettStarsRyan ReynoldsWalker ScobellMark Ruffalo,1.1K,206 55
Last Seen Alive,,2022,RR1h 35m,5.6/10,7.8K,178,ActionThriller,Will's soon-to-be ex-wife mysteriously vanishes at a gas station. He delves into the town's criminal underbelly while running from the authorities in a race against time to find her.,Brian Goodman,WriterMarc FrydmanStarsGerard ButlerJaimie AlexanderRussell Hornsby,,
Thor: God of Thunder,,2022,1h 27m,2.4/10,68,202,ActionFantasy,"Thor's villainous uncle Loki has escaped Asgard to search for Yggdrasil - The Tree of the Nine Realms. The tree holds the power of the Universe and is hidden away on Earth. With the help of giant wolf god Fenrir, Loki plans to destroy the tree and replant it in his image, giving him dominion over all. Now Thor must follow Loki to Earth to wage an epic battle that will... Read all",Noah Luke,WritersSteve Doucette(screenplay)Steve DoucetteStarsVernon WellsMyrom KingeryVaune Suitt,,
Doragon boru supa supa hiro,,2022,2h,7.2/10,1K,215,AnimationActionAdventure,The Red Ribbon Army from Goku's past has returned with two new androids to challenge him and his friends.,Tetsuro Kodama,WriterAkira Toriyama(script)StarsZach Aguilar(English version)Kara Edwards(English version)Toshio Furukawa(voice),,
Đặc Vụ 355,The 355,2022,PG-13PG-132h 2m,5.4/10,25K,234,ActionThriller,"When a top-secret weapon falls into mercenary hands, a wild card CIA agent joins forces with three international agents on a lethal mission to retrieve it, while staying a step ahead of a mysterious woman who's tracking their every move.",Simon Kinberg,WritersTheresa Rebeck(screenplay by)Simon Kinberg(screenplay by)StarsJessica ChastainPenélope CruzBingbing Fan,399,177 40
Khuda Haafiz Chapter II: Agni Pariksha,,2022,2h 24m,8.7/10,8.3K,266,ActionCrimeDrama,"Sameer and Nargis, after overcoming all odds, find a ray of sunshine when little Nandini enters their lives and their family is complete; But their happiness is short-lived. In a bizarre twist of fate, Nandini goes missing.",Faruk Kabir,WriterFaruk KabirStarsVidyut JammwalShivaleeka OberoiDibyendu Bhattacharya,,
John Wick: Chapter 4,,2023,,,,269,ActionCrimeThriller,,Chad Stahelski,WritersMichael FinchShay HattenDerek Kolstad(based on characters created by)StarsKeanu ReevesDonnie YenBill Skarsgård,,
Prey,,2022,RR1h 39m,,,270,ActionDramaHorror,"The origin story of the Predator in the world of the Comanche Nation 300 years ago. Naru, a skilled female warrior, fights to protect her tribe against one of the first highly-evolved Predators to land on Earth.",Dan Trachtenberg,WriterPatrick Aison(screenplay)StarsAmber MidthunderDane DiLiegroHarlan Blayne Kytwayhat,,
